usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Immunological Agents,Immune Suppressants,Infliximab,,Infliximab,D02598,(USAN/INN)
Immunological Agents,"Immunizing Agents, Passive",Anti-thymocyte globulin,,"Anti-human thymocyte immunoglobulin, equine",D08808,(JAN)
Immunological Agents,"Immunizing Agents, Passive",Anti-thymocyte globulin,,"Anti-human thymocyte immunoglobulin, rabbit",D09190,(JAN)
Immunological Agents,"Immunizing Agents, Passive",Immune Globulin Intravenous (Human),,Immune globulin intravenous pentetate,D04516,(USAN)
Immunological Agents,Immunomodulators,Belimumab,,Belimumab,D03068,(USAN)
Immunological Agents,Immunomodulators,"Interferon gamma-1b, Recombinant",,Interferon gamma-1b,D00747,(USAN/INN)
Immunological Agents,Immunomodulators,Canakinumab,,Canakinumab,D09315,(USAN/INN)
Immunological Agents,Immunomodulators,Rilonacept,,Rilonacept,D06635,(USAN/INN)
Immunological Agents,Immunomodulators,Tocilizumab,,Tocilizumab,D02596,(USAN/INN)
Immunological Agents,Immunomodulators,Auranofin,,Auranofin,D00237,(JP17/USAN/INN)
Immunological Agents,Immunomodulators,Leflunomide,,Leflunomide,D00749,(JAN/USAN/INN)
Immunological Agents,Immunomodulators,Natalizumab,,Natalizumab,D06886,(JAN)
Immunological Agents,Vaccines,Diphtheria and Tetanus Toxoids Adsorbed (DT),,Adsorbed diphtheria-tetanus combined toxoid,D05257,(JP17)
Immunological Agents,Vaccines,Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed (DTaP),,Adsorbed diphtheria-purified pertussis-tetanus combined vaccine,D05356,(JP17)
Immunological Agents,Vaccines,Diphtheria and Tetanus Toxoids and Acellular Pertussis Absorbed and Inactivated Poliovirus (DTaP-IPV) Vaccine,,Adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine,D10214,
Immunological Agents,Vaccines,Haemophilus B Conjugate Vaccine,,Haemophilus influenzae type b conjugate vaccine,D09189,
Immunological Agents,Vaccines,Hepatitis B Virus Vaccine Recombinant,,Adsorbed hepatitis B vaccine,D06475,(JP17)
Immunological Agents,Vaccines,Hepatitis B Virus Vaccine Recombinant,,Adsorbed hepatitis B vaccine,D05324,(JAN)
Immunological Agents,Vaccines,Japanese Encephalitis Virus Vaccine Inactivated,,Japanese encephalitis vaccine,D05313,(JP17)
Immunological Agents,Vaccines,Measles virus vaccine live,,Measles virus vaccine live,D06806,(USP)
Immunological Agents,Vaccines,Measles virus vaccine live,,Freeze-dried live attenuated measles vaccine,D04866,(JP17)
Immunological Agents,Vaccines,Meningococcal Polysaccharide Vaccine,,Meningococcal polysaccharide vaccine group A,D04910,
Immunological Agents,Vaccines,Meningococcal Polysaccharide Vaccine,,Meningococcal polysaccharide vaccine group C,D06415,
Immunological Agents,Vaccines,Human Papillomavirus Bivalent (type 16 and 18) Vaccine Recombinant,,Recombinant adsorbed bivalent human papillomavirus-like particle vaccine,D10212,(derived from Trichoplusia ni cells)
Immunological Agents,Vaccines,"Human Papillomavirus Quadrivalent (types 6, 11, 16 and 18) Vaccine Recombinant",,Recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine,D10192,(yeast origin)
Immunological Agents,Vaccines,Poliovirus Vaccine Inactivated,,Poliovirus vaccine inactivated,D05543,(USP)
Immunological Agents,Vaccines,Rabies Vaccine,,Rabies vaccine,D06504,(USP)
Immunological Agents,Vaccines,Rubella Virus Vaccine,,Rubella virus vaccine live,D05362,(USP)
Immunological Agents,Vaccines,Rubella Virus Vaccine,,Freeze-dried live attenuated rubella vaccine,D06512,(JP17)
Immunological Agents,Vaccines,Tetanus Toxoid,DG00673,Tetanus toxoid,D06547,(USP)
Immunological Agents,Vaccines,Tetanus Toxoid Adsorbed,,Tetanus toxoid adsorbed,D05316,(USP)
Immunological Agents,Vaccines,Typhoid Vaccine Live Oral,,Typhoid vaccine,D06261,
Immunological Agents,Vaccines,Varicella Virus Vaccine,,Freeze-dried live attenuated varicella vaccine,D08777,
Immunological Agents,Vaccines,Yellow Fever Vaccine,,Yellow fever vaccine,D06347,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Betamethasone,DG00095,Betamethasone,D00244,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Betamethasone,DG00095,Betamethasone sodium phosphate,D00972,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Betamethasone,DG00095,Betamethasone valerate,D01357,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Betamethasone,DG00095,Betamethasone acetate,D01402,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Betamethasone,DG00095,Betamethasone dipropionate,D01637,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Betamethasone,DG00095,Betamethasone butyrate propionate,D02032,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Betamethasone,DG00095,Betamethasone benzoate,D02286,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Budesonide,,Budesonide,D00246,(JAN/USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Cortisone,DG00509,Cortisone,D07749,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Cortisone,DG00509,Cortisone acetate,D00973,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone,D00292,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone sodium phosphate,D00975,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone metasulfobenzoate sodium,D01510,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone palmitate,D01615,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone dipropionate,D01632,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone valerate,D01948,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone acetate,D02174,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone acefurate,D02591,(USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone beloxil,D02592,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone cipecilate,D07073,(JAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone 21-acetate,D07796,
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone isonicotinate,D07797,
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone sodium hemisulfate,D07798,
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone 21-tebutate,D07799,
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone 21-valerate,D07800,
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone phenylpropionate,D07801,
Inflammatory Bowel Disease Agents,Glucocorticoids,Dexamethasone,DG00011,Dexamethasone phosphate,D07802,
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone,D00088,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone acetate,D00165,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone cypionate,D00976,
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone sodium phosphate,D00977,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone sodium succinate,D00978,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone succinate,D01442,(JP17)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone butyrate,D01619,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone probutate,D01886,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone valerate,D02288,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone hemisuccinate,D04467,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone aceponate,D06876,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Hydrocortisone,DG00012,Hydrocortisone caproate,D09796,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone,DG00410,Methylprednisolone,D00407,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone,DG00410,Methylprednisolone sodium succinate,D00751,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone,DG00410,Methylprednisolone acetate,D00979,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone,DG00410,Methylprednisolone hemisuccinate,D05000,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone,DG00410,Methylprednisolone sodium phosphate,D05001,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone,DG00410,Methylprednisolone suleptanate,D05002,(USAN/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Methylprednisolone,DG00410,Methylprednisolone aceponate,D07203,(INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone,D00472,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone acetate,D00980,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone sodium phosphate,D00981,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone tebutate,D00982,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone sodium succinate,D01239,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone farnesylate,D01998,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone hemisuccinate,D02156,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone valerate acetate,D03301,(JAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone pivalate,D08412,
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone sodium metazoate,D08413,(USAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone 21-,D08414,(sodium tetrahydrophthalate)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisolone,DG00093,Prednisolone steaglate,D08415,(BAN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisone,DG00094,Prednisone,D00473,(USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Prednisone,DG00094,Prednisone acetate,D08416,
Inflammatory Bowel Disease Agents,Glucocorticoids,Triamcinolone,DG00010,Triamcinolone,D00385,(JP17/USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Triamcinolone,DG00010,Triamcinolone acetonide,D00983,(JP17/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Triamcinolone,DG00010,Triamcinolone diacetate,D00984,(JAN/USP)
Inflammatory Bowel Disease Agents,Glucocorticoids,Triamcinolone,DG00010,Triamcinolone hexacetonide,D00985,(USP/INN)
Inflammatory Bowel Disease Agents,Glucocorticoids,Triamcinolone,DG00010,Triamcinolone acetonide sodium phosphate,D06216,(USAN)
Inflammatory Bowel Disease Agents,Aminosalicylates,Balsalazide,DG00100,Balsalazide,D07488,(INN)
Inflammatory Bowel Disease Agents,Aminosalicylates,Balsalazide,DG00100,Balsalazide disodium,D02715,(USAN)
Inflammatory Bowel Disease Agents,Aminosalicylates,Mesalamine,,Mesalamine,D00377,(USP)
Inflammatory Bowel Disease Agents,Aminosalicylates,Olsalazine,DG00099,Olsalazine,D08295,(INN)
Inflammatory Bowel Disease Agents,Aminosalicylates,Olsalazine,DG00099,Olsalazine sodium,D00727,(USAN)
Inflammatory Bowel Disease Agents,Sulfonamides,Sulfasalazine,,Sulfasalazine,D00448,(USP/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Azelastine,DG01036,Azelastine,D07483,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Azelastine,DG01036,Azelastine hydrochloride,D00659,(JP17/USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Bepotastine,DG01327,Bepotastine,D09705,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Bepotastine,DG01327,Bepotastine besylate,D01654,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Cromolyn,DG00098,Cromolyn sodium,D00526,(USP)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Emedastine,DG01144,Emedastine,D07890,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Emedastine,DG01144,Emedastine difumarate,D02249,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Epinastine,DG01116,Epinastine,D07900,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Epinastine,DG01116,Epinastine hydrochloride,D01713,(JAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Lodoxamide,DG01143,Lodoxamide,D08139,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Lodoxamide,DG01143,Lodoxamide ethyl,D04760,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Lodoxamide,DG01143,Lodoxamide tromethamine,D04762,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Nedocromil,DG01038,Nedocromil,D05129,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Nedocromil,DG01038,Nedocromil sodium,D00527,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Nedocromil,DG01038,Nedocromil calcium,D05130,(USAN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Olopatadine,DG01039,Olopatadine,D08293,(INN)
Ophthalmic Agents,Ophthalmic Anti-allergy Agents,Olopatadine,DG01039,Olopatadine hydrochloride,D01192,(JP17/USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Apraclonidine,DG01130,Apraclonidine,D07461,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Apraclonidine,DG01130,Apraclonidine hydrochloride,D01008,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Brimonidine,DG00442,Brimonidine,D07540,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Brimonidine,DG00442,Brimonidine tartrate,D02076,(JAN/USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Dipivefrin,DG01129,Dipivefrin,D02349,(USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Dipivefrin,DG01129,Dipivefrin hydrochloride,D01017,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Betaxolol,DG00315,Betaxolol,D07526,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Betaxolol,DG00315,Betaxolol hydrochloride,D00598,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Carteolol,DG00308,Carteolol,D07624,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Carteolol,DG00308,Carteolol hydrochloride,D00599,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Levobunolol,DG01136,Levobunolol,D08115,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Levobunolol,DG01136,Levobunolol hydrochloride,D01025,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Metipranolol,DG01137,Metipranolol,D02374,(USAN/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Metipranolol,DG01137,Metipranolol hydrochloride,D02081,
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Timolol,DG00306,Timolol,D08600,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Timolol,DG00306,Timolol,D00378,(USAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Timolol,DG00306,Timolol maleate,D00603,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Acetazolamide,DG01134,Acetazolamide,D00218,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Acetazolamide,DG01134,Acetazolamide sodium,D01196,(JAN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Brinzolamide,,Brinzolamide,D00652,(JAN/USP/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Dorzolamide,DG01135,Dorzolamide,D07871,(INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Dorzolamide,DG01135,Dorzolamide hydrochloride,D00653,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Methazolamide,,Methazolamide,D00655,(JAN/USP/INN)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Echothiophate,,Echothiophate iodide,D02193,(USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Pilocarpine,DG00992,Pilocarpine,D00525,(JAN/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Pilocarpine,DG00992,Pilocarpine hydrochloride,D02200,(JP17/USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Pilocarpine,DG00992,Pilocarpine nitrate,D05478,(USP)
Ophthalmic Agents,Ophthalmic Antiglaucoma Agents,Pilocarpine,DG00992,Pilocarpine borate,D08376,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone,D00292,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone sodium phosphate,D00975,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone metasulfobenzoate sodium,D01510,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone palmitate,D01615,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone dipropionate,D01632,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone valerate,D01948,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone acetate,D02174,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone acefurate,D02591,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone beloxil,D02592,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone cipecilate,D07073,(JAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone 21-acetate,D07796,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone isonicotinate,D07797,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone sodium hemisulfate,D07798,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone 21-tebutate,D07799,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone 21-valerate,D07800,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone phenylpropionate,D07801,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Dexamethasone,DG00011,Dexamethasone phosphate,D07802,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Difluprednate,,Difluprednate,D01266,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Fluocinolone,,Fluocinolone acetonide,D01825,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Loteprednol,DG01127,Loteprednol,D08147,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Loteprednol,DG01127,Loteprednol etabonate,D01689,(JAN/USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone,D00472,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone acetate,D00980,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone sodium phosphate,D00981,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone tebutate,D00982,(JAN/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone sodium succinate,D01239,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone farnesylate,D01998,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone hemisuccinate,D02156,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone valerate acetate,D03301,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone pivalate,D08412,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone sodium metazoate,D08413,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone 21-,D08414,(sodium tetrahydrophthalate)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Prednisolone,DG00093,Prednisolone steaglate,D08415,(BAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Rimexolone,,Rimexolone,D05729,(USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Bromfenac,DG01128,Bromfenac,D07541,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Bromfenac,DG01128,Bromfenac sodium,D03163,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Diclofenac,DG00441,Diclofenac,D07816,(USAN/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Diclofenac,DG00441,Diclofenac potassium,D00903,(USAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Diclofenac,DG00441,Diclofenac sodium,D00904,(JP17/USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Diclofenac,DG00441,Diclofenac diethylamine,D07817,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Diclofenac,DG00441,Diclofenac hydroxyethylpyrrolidine,D07818,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Diclofenac,DG00441,Diclofenac calcium,D07819,
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Flurbiprofen,DG00755,Flurbiprofen,D00330,(JP17/USP/INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Flurbiprofen,DG00755,Flurbiprofen axetil,D01475,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Flurbiprofen,DG00755,Flurbiprofen sodium,D02290,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Flurbiprofen,DG00755,Esflurbiprofen,D10254,(JAN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Ketorolac,DG00751,Ketorolac,D08104,(INN)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Ketorolac,DG00751,Ketorolac tromethamine,D00813,(USP)
Ophthalmic Agents,Ophthalmic Anti-inflammatories,Nepafenac,,Nepafenac,D05143,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,Bimatoprost,,Bimatoprost,D02724,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,Latanoprost,,Latanoprost,D00356,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,Tafluprost,,Tafluprost,D06274,(JAN/USAN/INN)
Ophthalmic Agents,Ophthalmic Prostaglandin and Prostamide Analogs,Travoprost,,Travoprost,D01964,(JAN/USAN/INN)
Ophthalmic Agents,"Ophthalmic Agents, Other",Hydroxypropyl Cellulose,,Hydroxypropylcellulose,D04478,(JP17)
Ophthalmic Agents,"Ophthalmic Agents, Other",Naphazoline,DG01032,Naphazoline,D08253,(INN)
Ophthalmic Agents,"Ophthalmic Agents, Other",Naphazoline,DG01032,Naphazoline hydrochloride,D00743,(JP17/USP)
Ophthalmic Agents,"Ophthalmic Agents, Other",Naphazoline,DG01032,Naphazoline nitrate,D01021,(JP17)
Ophthalmic Agents,"Ophthalmic Agents, Other",Cyclosporine,,Cyclosporine,D00184,(USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,Azelastine,DG01036,Azelastine,D07483,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Azelastine,DG01036,Azelastine hydrochloride,D00659,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Cetirizine,DG01107,Cetirizine,D07662,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Cetirizine,DG01107,Cetirizine hydrochloride,D00664,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Desloratadine,,Desloratadine,D03693,(JAN/USAN/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Levocetirizine,DG01108,Levocetirizine,D07402,(USAN/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Levocetirizine,DG01108,Levocetirizine dihydrochloride,D08118,(USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Olopatadine,DG01039,Olopatadine,D08293,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Olopatadine,DG01039,Olopatadine hydrochloride,D01192,(JP17/USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Carbinoxamine,DG01095,Carbinoxamine,D07617,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Carbinoxamine,DG01095,Carbinoxamine maleate,D01336,(JAN/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,Carbinoxamine,DG01095,Carbinoxamine diphenyldisulfonate,D09808,(JAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Clemastine,DG00387,Clemastine,D03535,(USAN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Clemastine,DG00387,Clemastine fumarate,D00666,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,Cyproheptadine,DG01109,Cyproheptadine,D07765,(INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Cyproheptadine,DG01109,Cyproheptadine hydrochloride,D02234,(JP17/USP)
Respiratory Tract/Pulmonary Agents,Antihistamines,Diphenhydramine,DG00390,Diphenhydramine,D00300,(JP17/INN)
Respiratory Tract/Pulmonary Agents,Antihistamines,Diphenhydramine,DG00390,Diphenhydramine hydrochloride,D00669,(JP17/USP)
